X;Temperature_Explicit;Temperature_Implicit;Temperature_CN
0,069302;22,717554;22,717554;22,753778
0,069790;22,696948;22,696948;22,733066
0,070278;22,676460;22,676460;22,712470
0,070766;22,656089;22,656089;22,691992
0,071254;22,635835;22,635835;22,671630
0,071742;22,615698;22,615698;22,651384
0,072230;22,595677;22,595677;22,631254
0,072718;22,575773;22,575773;22,611240
0,073206;22,555984;22,555984;22,591341
0,073694;22,536310;22,536310;22,571557
0,074183;22,516751;22,516751;22,551888
0,074671;22,497307;22,497307;22,532332
0,075159;22,477977;22,477977;22,512891
0,075647;22,458760;22,458760;22,493563
0,076135;22,439658;22,439658;22,474348
0,076623;22,420668;22,420668;22,455246
0,077111;22,401791;22,401791;22,436256
0,077599;22,383027;22,383027;22,417378
0,078087;22,364375;22,364375;22,398613
0,078575;22,345834;22,345834;22,379958
0,079063;22,327405;22,327405;22,361414
0,079551;22,309086;22,309086;22,342981
0,080039;22,290879;22,290879;22,324659
0,080527;22,272781;22,272781;22,306446
0,081015;22,254793;22,254793;22,288342
0,081503;22,236915;22,236915;22,270348
0,081991;22,219146;22,219146;22,252463
0,082479;22,201486;22,201486;22,234686
0,082967;22,183934;22,183934;22,217017
0,083455;22,166489;22,166489;22,199456
0,083943;22,149153;22,149153;22,182002
0,084431;22,131924;22,131924;22,164655
0,084919;22,114801;22,114801;22,147415
0,085408;22,097785;22,097785;22,130280
0,085896;22,080875;22,080875;22,113252
0,086384;22,064071;22,064071;22,096329
0,086872;22,047372;22,047372;22,079511
0,087360;22,030778;22,030778;22,062798
0,087848;22,014289;22,014289;22,046189
0,088336;21,997903;21,997903;22,029684
0,088824;21,981622;21,981622;22,013283
0,089312;21,965444;21,965444;21,996984
0,089800;21,949369;21,949369;21,980789
0,090288;21,933396;21,933396;21,964696
0,090776;21,917526;21,917526;21,948705
0,091264;21,901757;21,901757;21,932815
0,091752;21,886090;21,886090;21,917027
0,092240;21,870524;21,870524;21,901340
0,092728;21,855058;21,855058;21,885753
0,093216;21,839693;21,839693;21,870266
0,093704;21,824428;21,824428;21,854879
0,094192;21,809262;21,809262;21,839591
0,094680;21,794195;21,794195;21,824402
0,095168;21,779227;21,779227;21,809312
0,095656;21,764357;21,764357;21,794320
0,096144;21,749585;21,749585;21,779425
0,096633;21,734911;21,734911;21,764628
0,097121;21,720333;21,720333;21,749928
0,097609;21,705852;21,705852;21,735324
0,098097;21,691468;21,691468;21,720817
0,098585;21,677179;21,677179;21,706405
0,099073;21,662986;21,662986;21,692089
0,099561;21,648888;21,648888;21,677868
0,100049;21,634885;21,634885;21,663741
0,100537;21,620976;21,620976;21,649709
0,101025;21,607161;21,607161;21,635770
0,101513;21,593439;21,593439;21,621925
0,102001;21,579811;21,579811;21,608173
0,102489;21,566275;21,566275;21,594513
0,102977;21,552831;21,552831;21,580946
0,103465;21,539480;21,539480;21,567470
0,103953;21,526219;21,526219;21,554086
0,104441;21,513050;21,513050;21,540793
0,104929;21,499972;21,499972;21,527590
0,105417;21,486983;21,486983;21,514478
0,105905;21,474085;21,474085;21,501456
0,106393;21,461276;21,461276;21,488523
0,106881;21,448556;21,448556;21,475679
0,107369;21,435925;21,435925;21,462924
0,107857;21,423382;21,423382;21,450257
0,108346;21,410927;21,410927;21,437678
0,108834;21,398560;21,398560;21,425186
0,109322;21,386279;21,386279;21,412782
0,109810;21,374085;21,374085;21,400464
0,110298;21,361977;21,361977;21,388232
0,110786;21,349955;21,349955;21,376086
0,111274;21,338019;21,338019;21,364026
0,111762;21,326167;21,326167;21,352051
0,112250;21,314401;21,314401;21,340160
0,112738;21,302718;21,302718;21,328354
0,113226;21,291119;21,291119;21,316631
0,113714;21,279604;21,279604;21,304992
0,114202;21,268172;21,268172;21,293436
0,114690;21,256822;21,256822;21,281963
0,115178;21,245554;21,245554;21,270572
0,115666;21,234368;21,234368;21,259263
0,116154;21,223264;21,223264;21,248035
0,116642;21,212241;21,212241;21,236889
0,117130;21,201298;21,201298;21,225823
0,117618;21,190435;21,190435;21,214837
0,118106;21,179653;21,179653;21,203932
0,118594;21,168949;21,168949;21,193105
0,119082;21,158325;21,158325;21,182358
0,119571;21,147779;21,147779;21,171690
0,120059;21,137311;21,137311;21,161100
0,120547;21,126922;21,126922;21,150588
0,121035;21,116609;21,116609;21,140153
0,121523;21,106374;21,106374;21,129796
0,122011;21,096215;21,096215;21,119515
0,122499;21,086132;21,086132;21,109311
0,122987;21,076126;21,076126;21,099183
0,123475;21,066194;21,066194;21,089130
0,123963;21,056338;21,056338;21,079152
0,124451;21,046556;21,046556;21,069249
0,124939;21,036849;21,036849;21,059421
0,125427;21,027215;21,027215;21,049666
0,125915;21,017655;21,017655;21,039985
0,126403;21,008167;21,008167;21,030378
0,126891;20,998753;20,998753;21,020843
0,127379;20,989410;20,989410;21,011380
0,127867;20,980140;20,980140;21,001990
0,128355;20,970941;20,970941;20,992671
0,128843;20,961813;20,961813;20,983424
0,129331;20,952756;20,952756;20,974247
0,129819;20,943769;20,943769;20,965141
0,130307;20,934852;20,934852;20,956105
0,130796;20,926004;20,926004;20,947139
0,131284;20,917226;20,917226;20,938242
0,131772;20,908516;20,908516;20,929415
0,132260;20,899875;20,899875;20,920655
0,132748;20,891301;20,891301;20,911964
0,133236;20,882796;20,882796;20,903341
0,133724;20,874357;20,874357;20,894785
0,134212;20,865985;20,865985;20,886296
0,134700;20,857680;20,857680;20,877874
0,135188;20,849441;20,849441;20,869519
0,135676;20,841267;20,841267;20,861229
0,136164;20,833159;20,833159;20,853004
0,136652;20,825116;20,825116;20,844845
0,137140;20,817137;20,817137;20,836751
0,137628;20,809222;20,809222;20,828721
0,138116;20,801371;20,801371;20,820755
0,138604;20,793584;20,793584;20,812853
0,139092;20,785860;20,785860;20,805014
0,139580;20,778198;20,778198;20,797238
0,140068;20,770598;20,770598;20,789525
0,140556;20,763061;20,763061;20,781874
0,141044;20,755585;20,755585;20,774285
0,141532;20,748170;20,748170;20,766757
0,142020;20,740816;20,740816;20,759290
0,142509;20,733522;20,733522;20,751884
0,142997;20,726289;20,726289;20,744538
0,143485;20,719115;20,719115;20,737253
0,143973;20,712000;20,712000;20,730027
0,144461;20,704945;20,704945;20,722860
0,144949;20,697948;20,697948;20,715752
0,145437;20,691009;20,691009;20,708703
0,145925;20,684128;20,684128;20,701712
0,146413;20,677305;20,677305;20,694778
0,146901;20,670539;20,670539;20,687903
0,147389;20,663830;20,663830;20,681084
0,147877;20,657177;20,657177;20,674322
0,148365;20,650580;20,650580;20,667616
0,148853;20,644039;20,644039;20,660967
0,149341;20,637553;20,637553;20,654373
0,149829;20,631122;20,631122;20,647835
0,150317;20,624746;20,624746;20,641352
0,150805;20,618425;20,618425;20,634923
0,151293;20,612157;20,612157;20,628549
0,151781;20,605943;20,605943;20,622228
0,152269;20,599782;20,599782;20,615961
0,152757;20,593674;20,593674;20,609748
0,153245;20,587619;20,587619;20,603587
0,153734;20,581615;20,581615;20,597479
0,154222;20,575664;20,575664;20,591423
0,154710;20,569765;20,569765;20,585419
0,155198;20,563916;20,563916;20,579467
0,155686;20,558118;20,558118;20,573566
0,156174;20,552371;20,552371;20,567716
0,156662;20,546674;20,546674;20,561916
0,157150;20,541027;20,541027;20,556167
0,157638;20,535430;20,535430;20,550467
0,158126;20,529881;20,529881;20,544817
0,158614;20,524382;20,524382;20,539217
0,159102;20,518931;20,518931;20,533665
0,159590;20,513528;20,513528;20,528162
0,160078;20,508173;20,508173;20,522706
0,160566;20,502866;20,502866;20,517299
0,161054;20,497606;20,497606;20,511940
0,161542;20,492392;20,492392;20,506628
0,162030;20,487226;20,487226;20,501362
0,162518;20,482105;20,482105;20,496143
0,163006;20,477030;20,477030;20,490971
0,163494;20,472001;20,472001;20,485845
0,163982;20,467018;20,467018;20,480764
0,164470;20,462079;20,462079;20,475728
0,164959;20,457185;20,457185;20,470738
0,165447;20,452335;20,452335;20,465792
0,165935;20,447529;20,447529;20,460891
0,166423;20,442767;20,442767;20,456034
0,166911;20,438048;20,438048;20,451220
0,167399;20,433372;20,433372;20,446450
0,167887;20,428739;20,428739;20,441724
0,168375;20,424149;20,424149;20,437040
0,168863;20,419601;20,419601;20,432398
0,169351;20,415094;20,415094;20,427799
0,169839;20,410629;20,410629;20,423242
0,170327;20,406206;20,406206;20,418727
0,170815;20,401823;20,401823;20,414253
0,171303;20,397481;20,397481;20,409819
0,171791;20,393179;20,393179;20,405427
0,172279;20,388917;20,388917;20,401075
0,172767;20,384695;20,384695;20,396763
0,173255;20,380513;20,380513;20,392491
0,173743;20,376370;20,376370;20,388259
0,174231;20,372265;20,372265;20,384066
0,174719;20,368199;20,368199;20,379912
0,175207;20,364172;20,364172;20,375797
0,175695;20,360182;20,360182;20,371720
0,176184;20,356230;20,356230;20,367681
0,176672;20,352316;20,352316;20,363680
0,177160;20,348438;20,348438;20,359717
0,177648;20,344598;20,344598;20,355791
0,178136;20,340794;20,340794;20,351902
0,178624;20,337027;20,337027;20,348049
0,179112;20,333295;20,333295;20,344233
0,179600;20,329599;20,329599;20,340454
0,180088;20,325939;20,325939;20,336710
0,180576;20,322314;20,322314;20,333002
0,181064;20,318724;20,318724;20,329329
0,181552;20,315169;20,315169;20,325691
0,182040;20,311648;20,311648;20,322088
0,182528;20,308161;20,308161;20,318520
0,183016;20,304707;20,304707;20,314985
0,183504;20,301288;20,301288;20,311485
0,183992;20,297902;20,297902;20,308019
0,184480;20,294549;20,294549;20,304586
0,184968;20,291228;20,291228;20,301186
0,185456;20,287941;20,287941;20,297820
0,185944;20,284685;20,284685;20,294485
0,186432;20,281462;20,281462;20,291184
0,186920;20,278270;20,278270;20,287914
0,187408;20,275110;20,275110;20,284677
0,187897;20,271981;20,271981;20,281471
0,188385;20,268883;20,268883;20,278297
0,188873;20,265816;20,265816;20,275154
0,189361;20,262779;20,262779;20,272041
0,189849;20,259773;20,259773;20,268960
0,190337;20,256796;20,256796;20,265909
0,190825;20,253850;20,253850;20,262888
0,191313;20,250933;20,250933;20,259897
0,191801;20,248045;20,248045;20,256935
0,192289;20,245186;20,245186;20,254004
0,192777;20,242356;20,242356;20,251101
0,193265;20,239555;20,239555;20,248227
0,193753;20,236782;20,236782;20,245382
0,194241;20,234037;20,234037;20,242566
0,194729;20,231320;20,231320;20,239778
0,195217;20,228630;20,228630;20,237018
0,195705;20,225968;20,225968;20,234286
0,196193;20,223333;20,223333;20,231581
0,196681;20,220725;20,220725;20,228904
0,197169;20,218144;20,218144;20,226253
0,197657;20,215589;20,215589;20,223630
0,198145;20,213061;20,213061;20,221033
0,198633;20,210558;20,210558;20,218463
0,199122;20,208082;20,208082;20,215919
0,199610;20,205631;20,205631;20,213401
0,200098;20,203205;20,203205;20,210909
0,200586;20,200805;20,200805;20,208442
0,201074;20,198429;20,198429;20,206001
0,201562;20,196078;20,196078;20,203585
0,202050;20,193752;20,193752;20,201194
0,202538;20,191450;20,191450;20,198827
0,203026;20,189172;20,189172;20,196485
0,203514;20,186918;20,186918;20,194167
0,204002;20,184687;20,184687;20,191874
0,204490;20,182480;20,182480;20,189604
0,204978;20,180296;20,180296;20,187358
0,205466;20,178136;20,178136;20,185135
0,205954;20,175998;20,175998;20,182936
0,206442;20,173883;20,173883;20,180759
0,206930;20,171790;20,171790;20,178606
0,207418;20,169720;20,169720;20,176475
0,207906;20,167671;20,167671;20,174366
0,208394;20,165645;20,165645;20,172280
0,208882;20,163640;20,163640;20,170216
0,209370;20,161656;20,161656;20,168173
0,209858;20,159694;20,159694;20,166153
0,210347;20,157753;20,157753;20,164153
0,210835;20,155833;20,155833;20,162175
0,211323;20,153933;20,153933;20,160218
0,211811;20,152054;20,152054;20,158283
0,212299;20,150195;20,150195;20,156367
0,212787;20,148357;20,148357;20,154473
0,213275;20,146538;20,146538;20,152598
0,213763;20,144739;20,144739;20,150744
0,214251;20,142960;20,142960;20,148910
0,214739;20,141200;20,141200;20,147095
0,215227;20,139460;20,139460;20,145300
0,215715;20,137738;20,137738;20,143525
0,216203;20,136035;20,136035;20,141769
0,216691;20,134351;20,134351;20,140031
0,217179;20,132686;20,132686;20,138313
0,217667;20,131039;20,131039;20,136614
0,218155;20,129410;20,129410;20,134933
0,218643;20,127799;20,127799;20,133270
0,219131;20,126206;20,126206;20,131626
0,219619;20,124631;20,124631;20,130000
0,220107;20,123073;20,123073;20,128391
0,220595;20,121532;20,121532;20,126800
0,221083;20,120009;20,120009;20,125227
0,221571;20,118502;20,118502;20,123671
0,222060;20,117013;20,117013;20,122133
0,222548;20,115540;20,115540;20,120611
0,223036;20,114084;20,114084;20,119107
0,223524;20,112644;20,112644;20,117619
0,224012;20,111220;20,111220;20,116147
0,224500;20,109813;20,109813;20,114693
0,224988;20,108421;20,108421;20,113254
0,225476;20,107045;20,107045;20,111831
0,225964;20,105685;20,105685;20,110425
0,226452;20,104340;20,104340;20,109034
0,226940;20,103010;20,103010;20,107659
0,227428;20,101696;20,101696;20,106299
0,227916;20,100396;20,100396;20,104955
0,228404;20,099112;20,099112;20,103626
0,228892;20,097842;20,097842;20,102312
0,229380;20,096587;20,096587;20,101012
0,229868;20,095346;20,095346;20,099728
0,230356;20,094119;20,094119;20,098458
0,230844;20,092907;20,092907;20,097203
0,231332;20,091708;20,091708;20,095962
0,231820;20,090524;20,090524;20,094735
0,232308;20,089353;20,089353;20,093522
0,232796;20,088195;20,088195;20,092324
0,233285;20,087052;20,087052;20,091139
0,233773;20,085921;20,085921;20,089967
0,234261;20,084804;20,084804;20,088809
0,234749;20,083699;20,083699;20,087665
0,235237;20,082608;20,082608;20,086533
0,235725;20,081529;20,081529;20,085415
0,236213;20,080463;20,080463;20,084310
0,236701;20,079410;20,079410;20,083218
0,237189;20,078369;20,078369;20,082138
0,237677;20,077340;20,077340;20,081071
0,238165;20,076324;20,076324;20,080016
0,238653;20,075319;20,075319;20,078974
0,239141;20,074326;20,074326;20,077944
0,239629;20,073345;20,073345;20,076926
0,240117;20,072376;20,072376;20,075920
0,240605;20,071418;20,071418;20,074926
0,241093;20,070472;20,070472;20,073943
0,241581;20,069537;20,069537;20,072972
0,242069;20,068613;20,068613;20,072013
0,242557;20,067701;20,067701;20,071065
0,243045;20,066799;20,066799;20,070128
0,243533;20,065908;20,065908;20,069203
0,244021;20,065028;20,065028;20,068288
0,244510;20,064158;20,064158;20,067384
0,244998;20,063299;20,063299;20,066491
0,245486;20,062450;20,062450;20,065609
0,245974;20,061612;20,061612;20,064737
0,246462;20,060783;20,060783;20,063876
0,246950;20,059965;20,059965;20,063025
0,247438;20,059157;20,059157;20,062185
0,247926;20,058358;20,058358;20,061354
0,248414;20,057570;20,057570;20,060534
0,248902;20,056791;20,056791;20,059723
0,249390;20,056021;20,056021;20,058922
0,249878;20,055261;20,055261;20,058131
0,250366;20,054510;20,054510;20,057350
0,250854;20,053769;20,053769;20,056578
0,251342;20,053037;20,053037;20,055815
0,251830;20,052313;20,052313;20,055062
0,252318;20,051599;20,051599;20,054318
0,252806;20,050893;20,050893;20,053583
0,253294;20,050197;20,050197;20,052857
0,253782;20,049508;20,049508;20,052140
0,254270;20,048829;20,048829;20,051432
0,254758;20,048158;20,048158;20,050732
0,255246;20,047495;20,047495;20,050041
0,255735;20,046841;20,046841;20,049359
0,256223;20,046194;20,046194;20,048685
0,256711;20,045556;20,045556;20,048020
0,257199;20,044926;20,044926;20,047362
0,257687;20,044304;20,044304;20,046713
0,258175;20,043689;20,043689;20,046072
0,258663;20,043082;20,043082;20,045439
0,259151;20,042483;20,042483;20,044814
0,259639;20,041892;20,041892;20,044197
0,260127;20,041308;20,041308;20,043587
0,260615;20,040731;20,040731;20,042985
0,261103;20,040162;20,040162;20,042391
0,261591;20,039600;20,039600;20,041804
0,262079;20,039045;20,039045;20,041224
0,262567;20,038498;20,038498;20,040652
0,263055;20,037957;20,037957;20,040087
0,263543;20,037423;20,037423;20,039529
0,264031;20,036896;20,036896;20,038978
0,264519;20,036376;20,036376;20,038435
0,265007;20,035862;20,035862;20,037898
0,265495;20,035355;20,035355;20,037368
0,265983;20,034855;20,034855;20,036844
0,266471;20,034361;20,034361;20,036328
0,266959;20,033873;20,033873;20,035818
0,267448;20,033392;20,033392;20,035314
0,267936;20,032917;20,032917;20,034817
0,268424;20,032448;20,032448;20,034326
0,268912;20,031985;20,031985;20,033842
0,269400;20,031529;20,031529;20,033364
0,269888;20,031078;20,031078;20,032892
0,270376;20,030633;20,030633;20,032426
0,270864;20,030194;20,030194;20,031966
0,271352;20,029761;20,029761;20,031512
0,271840;20,029333;20,029333;20,031064
0,272328;20,028911;20,028911;20,030622
0,272816;20,028495;20,028495;20,030186
0,273304;20,028084;20,028084;20,029755
0,273792;20,027678;20,027678;20,029330
0,274280;20,027278;20,027278;20,028911
0,274768;20,026883;20,026883;20,028496
0,275256;20,026493;20,026493;20,028088
0,275744;20,026109;20,026109;20,027685
0,276232;20,025730;20,025730;20,027287
0,276720;20,025355;20,025355;20,026894
0,277208;20,024986;20,024986;20,026506
0,277696;20,024622;20,024622;20,026124
0,278184;20,024262;20,024262;20,025746
0,278673;20,023907;20,023907;20,025374
0,279161;20,023557;20,023557;20,025007
0,279649;20,023212;20,023212;20,024644
0,280137;20,022872;20,022872;20,024286
0,280625;20,022536;20,022536;20,023933
0,281113;20,022204;20,022204;20,023585
0,281601;20,021877;20,021877;20,023241
0,282089;20,021554;20,021554;20,022902
0,282577;20,021236;20,021236;20,022568
0,283065;20,020922;20,020922;20,022238
0,283553;20,020613;20,020613;20,021912
0,284041;20,020307;20,020307;20,021591
0,284529;20,020006;20,020006;20,021274
0,285017;20,019709;20,019709;20,020961
0,285505;20,019416;20,019416;20,020653
0,285993;20,019126;20,019126;20,020349
0,286481;20,018841;20,018841;20,020048
0,286969;20,018560;20,018560;20,019752
0,287457;20,018283;20,018283;20,019460
0,287945;20,018009;20,018009;20,019172
0,288433;20,017739;20,017739;20,018888
0,288921;20,017473;20,017473;20,018608
0,289409;20,017211;20,017211;20,018331
0,289898;20,016952;20,016952;20,018059
0,290386;20,016697;20,016697;20,017790
0,290874;20,016445;20,016445;20,017525
0,291362;20,016197;20,016197;20,017263
0,291850;20,015952;20,015952;20,017005
0,292338;20,015711;20,015711;20,016751
0,292826;20,015473;20,015473;20,016500
0,293314;20,015239;20,015239;20,016252
0,293802;20,015007;20,015007;20,016008
0,294290;20,014779;20,014779;20,015767
0,294778;20,014554;20,014554;20,015530
0,295266;20,014333;20,014333;20,015296
0,295754;20,014114;20,014114;20,015065
0,296242;20,013898;20,013898;20,014838
0,296730;20,013686;20,013686;20,014613
0,297218;20,013476;20,013476;20,014392
0,297706;20,013270;20,013270;20,014174
0,298194;20,013066;20,013066;20,013959
0,298682;20,012866;20,012866;20,013747
0,299170;20,012668;20,012668;20,013537
0,299658;20,012473;20,012473;20,013331
0,300146;20,012280;20,012280;20,013128
0,300634;20,012091;20,012091;20,012927
0,301122;20,011904;20,011904;20,012730
0,301611;20,011720;20,011720;20,012535
0,302099;20,011538;20,011538;20,012343
0,302587;20,011359;20,011359;20,012154
0,303075;20,011183;20,011183;20,011967
0,303563;20,011009;20,011009;20,011783
0,304051;20,010838;20,010838;20,011602
0,304539;20,010669;20,010669;20,011423
0,305027;20,010503;20,010503;20,011247
0,305515;20,010339;20,010339;20,011073
0,306003;20,010177;20,010177;20,010902
0,306491;20,010018;20,010018;20,010733
0,306979;20,009861;20,009861;20,010566
0,307467;20,009706;20,009706;20,010402
0,307955;20,009553;20,009553;20,010241
0,308443;20,009403;20,009403;20,010081
0,308931;20,009255;20,009255;20,009924
0,309419;20,009109;20,009109;20,009770
0,309907;20,008965;20,008965;20,009617
0,310395;20,008824;20,008824;20,009467
0,310883;20,008684;20,008684;20,009319
0,311371;20,008547;20,008547;20,009173
0,311859;20,008411;20,008411;20,009029
0,312347;20,008278;20,008278;20,008887
0,312836;20,008146;20,008146;20,008747
0,313324;20,008017;20,008017;20,008610
0,313812;20,007889;20,007889;20,008474
0,314300;20,007763;20,007763;20,008341
0,314788;20,007639;20,007639;20,008209
0,315276;20,007517;20,007517;20,008079
0,315764;20,007397;20,007397;20,007951
0,316252;20,007278;20,007278;20,007825
0,316740;20,007162;20,007162;20,007701
0,317228;20,007047;20,007047;20,007579
0,317716;20,006933;20,006933;20,007458
0,318204;20,006822;20,006822;20,007340
0,318692;20,006712;20,006712;20,007223
0,319180;20,006604;20,006604;20,007107
0,319668;20,006497;20,006497;20,006994
0,320156;20,006392;20,006392;20,006882
0,320644;20,006288;20,006288;20,006772
0,321132;20,006187;20,006187;20,006663
0,321620;20,006086;20,006086;20,006556
0,322108;20,005987;20,005987;20,006451
0,322596;20,005890;20,005890;20,006347
0,323084;20,005794;20,005794;20,006245
0,323572;20,005700;20,005700;20,006144
0,324061;20,005607;20,005607;20,006045
0,324549;20,005515;20,005515;20,005948
0,325037;20,005425;20,005425;20,005852
0,325525;20,005336;20,005336;20,005757
0,326013;20,005249;20,005249;20,005663
0,326501;20,005163;20,005163;20,005572
0,326989;20,005078;20,005078;20,005481
0,327477;20,004994;20,004994;20,005392
0,327965;20,004912;20,004912;20,005304
0,328453;20,004831;20,004831;20,005218
0,328941;20,004752;20,004752;20,005133
0,329429;20,004673;20,004673;20,005049
0,329917;20,004596;20,004596;20,004966
0,330405;20,004520;20,004520;20,004885
0,330893;20,004445;20,004445;20,004805
0,331381;20,004371;20,004371;20,004726
0,331869;20,004298;20,004298;20,004648
0,332357;20,004227;20,004227;20,004572
0,332845;20,004157;20,004157;20,004497
0,333333;20,004087;20,004087;20,004423
0,333821;20,004019;20,004019;20,004350
0,334309;20,003952;20,003952;20,004278
0,334797;20,003886;20,003886;20,004207
0,335286;20,003821;20,003821;20,004137
0,335774;20,003757;20,003757;20,004069
0,336262;20,003694;20,003694;20,004001
0,336750;20,003632;20,003632;20,003935
0,337238;20,003571;20,003571;20,003869
0,337726;20,003511;20,003511;20,003805
0,338214;20,003452;20,003452;20,003742
0,338702;20,003393;20,003393;20,003679
0,339190;20,003336;20,003336;20,003618
0,339678;20,003280;20,003280;20,003557
