X;Temperature_Explicit;Temperature_Implicit;Temperature_CN
1,346999;20,000000;20,000000;20,000000
1,351879;20,000000;20,000000;20,000000
1,356759;20,000000;20,000000;20,000000
1,361640;20,000000;20,000000;20,000000
1,366520;20,000000;20,000000;20,000000
1,371401;20,000000;20,000000;20,000000
1,376281;20,000000;20,000000;20,000000
1,381162;20,000000;20,000000;20,000000
1,386042;20,000000;20,000000;20,000000
1,390922;20,000000;20,000000;20,000000
1,395803;20,000000;20,000000;20,000000
1,400683;20,000000;20,000000;20,000000
1,405564;20,000000;20,000000;20,000000
1,410444;20,000000;20,000000;20,000000
1,415325;20,000000;20,000000;20,000000
1,420205;20,000000;20,000000;20,000000
1,425085;20,000000;20,000000;20,000000
1,429966;20,000000;20,000000;20,000000
1,434846;20,000000;20,000000;20,000000
1,439727;20,000000;20,000000;20,000000
1,444607;20,000000;20,000000;20,000000
1,449488;20,000000;20,000000;20,000000
1,454368;20,000000;20,000000;20,000000
1,459248;20,000000;20,000000;20,000000
1,464129;20,000000;20,000000;20,000000
1,469009;20,000000;20,000000;20,000000
1,473890;20,000000;20,000000;20,000000
1,478770;20,000000;20,000000;20,000000
1,483651;20,000000;20,000000;20,000000
1,488531;20,000000;20,000000;20,000000
1,493411;20,000000;20,000000;20,000000
1,498292;20,000000;20,000000;20,000000
1,503172;20,000000;20,000000;20,000000
1,508053;20,000000;20,000000;20,000000
1,512933;20,000000;20,000000;20,000000
1,517814;20,000000;20,000000;20,000000
1,522694;20,000000;20,000000;20,000000
1,527574;20,000000;20,000000;20,000000
1,532455;20,000000;20,000000;20,000000
1,537335;20,000000;20,000000;20,000000
1,542216;20,000000;20,000000;20,000000
1,547096;20,000000;20,000000;20,000000
1,551977;20,000000;20,000000;20,000000
1,556857;20,000000;20,000000;20,000000
1,561737;20,000000;20,000000;20,000000
1,566618;20,000000;20,000000;20,000000
1,571498;20,000000;20,000000;20,000000
1,576379;20,000000;20,000000;20,000000
1,581259;20,000000;20,000000;20,000000
1,586140;20,000000;20,000000;20,000000
1,591020;20,000000;20,000000;20,000000
1,595900;20,000000;20,000000;20,000000
1,600781;20,000000;20,000000;20,000000
1,605661;20,000000;20,000000;20,000000
1,610542;20,000000;20,000000;20,000000
1,615422;20,000000;20,000000;20,000000
1,620303;20,000000;20,000000;20,000000
1,625183;20,000000;20,000000;20,000000
1,630063;20,000000;20,000000;20,000000
1,634944;20,000000;20,000000;20,000000
1,639824;20,000000;20,000000;20,000000
1,644705;20,000000;20,000000;20,000000
1,649585;20,000000;20,000000;20,000000
1,654466;20,000000;20,000000;20,000000
1,659346;20,000000;20,000000;20,000000
1,664226;20,000000;20,000000;20,000000
1,669107;20,000000;20,000000;20,000000
1,673987;20,000000;20,000000;20,000000
1,678868;20,000000;20,000000;20,000000
1,683748;20,000000;20,000000;20,000000
1,688629;20,000000;20,000000;20,000000
1,693509;20,000000;20,000000;20,000000
1,698389;20,000000;20,000000;20,000000
1,703270;20,000000;20,000000;20,000000
1,708150;20,000000;20,000000;20,000000
1,713031;20,000000;20,000000;20,000000
1,717911;20,000000;20,000000;20,000000
1,722792;20,000000;20,000000;20,000000
1,727672;20,000000;20,000000;20,000000
1,732552;20,000000;20,000000;20,000000
1,737433;20,000000;20,000000;20,000000
1,742313;20,000000;20,000000;20,000000
1,747194;20,000000;20,000000;20,000000
1,752074;20,000000;20,000000;20,000000
1,756955;20,000000;20,000000;20,000000
1,761835;20,000000;20,000000;20,000000
1,766715;20,000000;20,000000;20,000000
1,771596;20,000000;20,000000;20,000000
1,776476;20,000000;20,000000;20,000000
1,781357;20,000000;20,000000;20,000000
1,786237;20,000000;20,000000;20,000000
1,791118;20,000000;20,000000;20,000000
1,795998;20,000000;20,000000;20,000000
1,800878;20,000000;20,000000;20,000000
1,805759;20,000000;20,000000;20,000000
1,810639;20,000000;20,000000;20,000000
1,815520;20,000000;20,000000;20,000000
1,820400;20,000000;20,000000;20,000000
1,825281;20,000000;20,000000;20,000000
1,830161;20,000000;20,000000;20,000000
1,835041;20,000000;20,000000;20,000000
1,839922;20,000000;20,000000;20,000000
1,844802;20,000000;20,000000;20,000000
1,849683;20,000000;20,000000;20,000000
1,854563;20,000000;20,000000;20,000000
1,859444;20,000000;20,000000;20,000000
1,864324;20,000000;20,000000;20,000000
1,869204;20,000000;20,000000;20,000000
1,874085;20,000000;20,000000;20,000000
1,878965;20,000000;20,000000;20,000000
1,883846;20,000000;20,000000;20,000000
1,888726;20,000000;20,000000;20,000000
1,893607;20,000000;20,000000;20,000000
1,898487;20,000000;20,000000;20,000000
1,903367;20,000000;20,000000;20,000000
1,908248;20,000000;20,000000;20,000000
1,913128;20,000000;20,000000;20,000000
1,918009;20,000000;20,000000;20,000000
1,922889;20,000000;20,000000;20,000000
1,927770;20,000000;20,000000;20,000000
1,932650;20,000000;20,000000;20,000000
1,937531;20,000000;20,000000;20,000000
1,942411;20,000000;20,000000;20,000000
1,947291;20,000000;20,000000;20,000000
1,952172;20,000000;20,000000;20,000000
1,957052;20,000000;20,000000;20,000000
1,961933;20,000000;20,000000;20,000000
1,966813;20,000000;20,000000;20,000000
1,971694;20,000000;20,000000;20,000000
1,976574;20,000000;20,000000;20,000000
1,981454;20,000000;20,000000;20,000000
1,986335;20,000000;20,000000;20,000000
1,991215;20,000000;20,000000;20,000000
1,996096;20,000000;20,000000;20,000000
2,000976;20,000000;20,000000;20,000000
2,005857;20,000000;20,000000;20,000000
2,010737;20,000000;20,000000;20,000000
2,015617;20,000000;20,000000;20,000000
2,020498;20,000000;20,000000;20,000000
2,025378;20,000000;20,000000;20,000000
2,030259;20,000000;20,000000;20,000000
2,035139;20,000000;20,000000;20,000000
2,040020;20,000000;20,000000;20,000000
2,044900;20,000000;20,000000;20,000000
2,049780;20,000000;20,000000;20,000000
2,054661;20,000000;20,000000;20,000000
2,059541;20,000000;20,000000;20,000000
2,064422;20,000000;20,000000;20,000000
2,069302;20,000000;20,000000;20,000000
2,074183;20,000000;20,000000;20,000000
2,079063;20,000000;20,000000;20,000000
2,083943;20,000000;20,000000;20,000000
2,088824;20,000000;20,000000;20,000000
2,093704;20,000000;20,000000;20,000000
2,098585;20,000000;20,000000;20,000000
2,103465;20,000000;20,000000;20,000000
2,108346;20,000000;20,000000;20,000000
2,113226;20,000000;20,000000;20,000000
2,118106;20,000000;20,000000;20,000000
2,122987;20,000000;20,000000;20,000000
2,127867;20,000000;20,000000;20,000000
2,132748;20,000000;20,000000;20,000000
2,137628;20,000000;20,000000;20,000000
2,142509;20,000000;20,000000;20,000000
2,147389;20,000000;20,000000;20,000000
2,152269;20,000000;20,000000;20,000000
2,157150;20,000000;20,000000;20,000000
2,162030;20,000000;20,000000;20,000000
2,166911;20,000000;20,000000;20,000000
2,171791;20,000000;20,000000;20,000000
2,176672;20,000000;20,000000;20,000000
2,181552;20,000000;20,000000;20,000000
2,186432;20,000000;20,000000;20,000000
2,191313;20,000000;20,000000;20,000000
2,196193;20,000000;20,000000;20,000000
2,201074;20,000000;20,000000;20,000000
2,205954;20,000000;20,000000;20,000000
2,210835;20,000000;20,000000;20,000000
2,215715;20,000000;20,000000;20,000000
2,220595;20,000000;20,000000;20,000000
2,225476;20,000000;20,000000;20,000000
2,230356;20,000000;20,000000;20,000000
2,235237;20,000000;20,000000;20,000000
2,240117;20,000000;20,000000;20,000000
2,244998;20,000000;20,000000;20,000000
2,249878;20,000000;20,000000;20,000000
2,254758;20,000000;20,000000;20,000000
2,259639;20,000000;20,000000;20,000000
2,264519;20,000000;20,000000;20,000000
2,269400;20,000000;20,000000;20,000000
2,274280;20,000000;20,000000;20,000000
2,279161;20,000000;20,000000;20,000000
2,284041;20,000000;20,000000;20,000000
2,288921;20,000000;20,000000;20,000000
2,293802;20,000000;20,000000;20,000000
2,298682;20,000000;20,000000;20,000000
2,303563;20,000000;20,000000;20,000000
2,308443;20,000000;20,000000;20,000000
2,313324;20,000000;20,000000;20,000000
2,318204;20,000000;20,000000;20,000000
2,323084;20,000000;20,000000;20,000000
2,327965;20,000000;20,000000;20,000000
2,332845;20,000000;20,000000;20,000000
2,337726;20,000000;20,000000;20,000000
2,342606;20,000000;20,000000;20,000000
2,347487;20,000000;20,000000;20,000000
2,352367;20,000000;20,000000;20,000000
2,357247;20,000000;20,000000;20,000000
2,362128;20,000000;20,000000;20,000000
2,367008;20,000000;20,000000;20,000000
2,371889;20,000000;20,000000;20,000000
2,376769;20,000000;20,000000;20,000000
2,381650;20,000000;20,000000;20,000000
2,386530;20,000000;20,000000;20,000000
2,391410;20,000000;20,000000;20,000000
2,396291;20,000000;20,000000;20,000000
2,401171;20,000000;20,000000;20,000000
2,406052;20,000000;20,000000;20,000000
2,410932;20,000000;20,000000;20,000000
2,415813;20,000000;20,000000;20,000000
2,420693;20,000000;20,000000;20,000000
2,425573;20,000000;20,000000;20,000000
2,430454;20,000000;20,000000;20,000000
2,435334;20,000000;20,000000;20,000000
2,440215;20,000000;20,000000;20,000000
2,445095;20,000000;20,000000;20,000000
2,449976;20,000000;20,000000;20,000000
2,454856;20,000000;20,000000;20,000000
2,459736;20,000000;20,000000;20,000000
2,464617;20,000000;20,000000;20,000000
2,469497;20,000000;20,000000;20,000000
2,474378;20,000000;20,000000;20,000000
2,479258;20,000000;20,000000;20,000000
2,484139;20,000000;20,000000;20,000000
2,489019;20,000000;20,000000;20,000000
2,493899;20,000000;20,000000;20,000000
2,498780;20,000000;20,000000;20,000000
2,503660;20,000000;20,000000;20,000000
2,508541;20,000000;20,000000;20,000000
2,513421;20,000000;20,000000;20,000000
2,518302;20,000000;20,000000;20,000000
2,523182;20,000000;20,000000;20,000000
2,528062;20,000000;20,000000;20,000000
2,532943;20,000000;20,000000;20,000000
2,537823;20,000000;20,000000;20,000000
2,542704;20,000000;20,000000;20,000000
2,547584;20,000000;20,000000;20,000000
2,552465;20,000000;20,000000;20,000000
2,557345;20,000000;20,000000;20,000000
2,562225;20,000000;20,000000;20,000000
2,567106;20,000000;20,000000;20,000000
2,571986;20,000000;20,000000;20,000000
2,576867;20,000000;20,000000;20,000000
2,581747;20,000000;20,000000;20,000000
2,586628;20,000000;20,000000;20,000000
2,591508;20,000000;20,000000;20,000000
2,596388;20,000000;20,000000;20,000000
2,601269;20,000000;20,000000;20,000000
2,606149;20,000000;20,000000;20,000000
2,611030;20,000000;20,000000;20,000000
2,615910;20,000000;20,000000;20,000000
2,620791;20,000000;20,000000;20,000000
2,625671;20,000000;20,000000;20,000000
2,630551;20,000000;20,000000;20,000000
2,635432;20,000000;20,000000;20,000000
2,640312;20,000000;20,000000;20,000000
2,645193;20,000000;20,000000;20,000000
2,650073;20,000000;20,000000;20,000000
2,654954;20,000000;20,000000;20,000000
2,659834;20,000000;20,000000;20,000000
2,664714;20,000000;20,000000;20,000000
2,669595;20,000000;20,000000;20,000000
2,674475;20,000000;20,000000;20,000000
2,679356;20,000000;20,000000;20,000000
2,684236;20,000000;20,000000;20,000000
2,689117;20,000000;20,000000;20,000000
2,693997;20,000000;20,000000;20,000000
2,698878;20,000000;20,000000;20,000000
2,703758;20,000000;20,000000;20,000000
2,708638;20,000000;20,000000;20,000000
2,713519;20,000000;20,000000;20,000000
2,718399;20,000000;20,000000;20,000000
2,723280;20,000000;20,000000;20,000000
2,728160;20,000000;20,000000;20,000000
2,733041;20,000000;20,000000;20,000000
2,737921;20,000000;20,000000;20,000000
2,742801;20,000000;20,000000;20,000000
2,747682;20,000000;20,000000;20,000000
2,752562;20,000000;20,000000;20,000000
2,757443;20,000000;20,000000;20,000000
2,762323;20,000000;20,000000;20,000000
2,767204;20,000000;20,000000;20,000000
2,772084;20,000000;20,000000;20,000000
2,776964;20,000000;20,000000;20,000000
2,781845;20,000000;20,000000;20,000000
2,786725;20,000000;20,000000;20,000000
2,791606;20,000000;20,000000;20,000000
2,796486;20,000000;20,000000;20,000000
2,801367;20,000000;20,000000;20,000000
2,806247;20,000000;20,000000;20,000000
2,811127;20,000000;20,000000;20,000000
2,816008;20,000000;20,000000;20,000000
2,820888;20,000000;20,000000;20,000000
2,825769;20,000000;20,000000;20,000000
2,830649;20,000000;20,000000;20,000000
2,835530;20,000000;20,000000;20,000000
2,840410;20,000000;20,000000;20,000000
2,845290;20,000000;20,000000;20,000000
2,850171;20,000000;20,000000;20,000000
2,855051;20,000000;20,000000;20,000000
2,859932;20,000000;20,000000;20,000000
2,864812;20,000000;20,000000;20,000000
2,869693;20,000000;20,000000;20,000000
2,874573;20,000000;20,000000;20,000000
2,879453;20,000000;20,000000;20,000000
2,884334;20,000000;20,000000;20,000000
2,889214;20,000000;20,000000;20,000000
2,894095;20,000000;20,000000;20,000000
2,898975;20,000000;20,000000;20,000000
2,903856;20,000000;20,000000;20,000000
2,908736;20,000000;20,000000;20,000000
2,913616;20,000000;20,000000;20,000000
2,918497;20,000000;20,000000;20,000000
2,923377;20,000000;20,000000;20,000000
2,928258;20,000000;20,000000;20,000000
2,933138;20,000000;20,000000;20,000000
2,938019;20,000000;20,000000;20,000000
2,942899;20,000000;20,000000;20,000000
2,947779;20,000000;20,000000;20,000000
2,952660;20,000000;20,000000;20,000000
2,957540;20,000000;20,000000;20,000000
2,962421;20,000000;20,000000;20,000000
2,967301;20,000000;20,000000;20,000000
2,972182;20,000000;20,000000;20,000000
2,977062;20,000000;20,000000;20,000000
2,981942;20,000000;20,000000;20,000000
2,986823;20,000000;20,000000;20,000000
2,991703;20,000000;20,000000;20,000000
2,996584;20,000000;20,000000;20,000000
3,001464;20,000000;20,000000;20,000000
3,006345;20,000000;20,000000;20,000000
3,011225;20,000000;20,000000;20,000000
3,016105;20,000000;20,000000;20,000000
3,020986;20,000000;20,000000;20,000000
3,025866;20,000000;20,000000;20,000000
3,030747;20,000000;20,000000;20,000000
3,035627;20,000000;20,000000;20,000000
3,040508;20,000000;20,000000;20,000000
3,045388;20,000000;20,000000;20,000000
3,050268;20,000000;20,000000;20,000000
3,055149;20,000000;20,000000;20,000000
3,060029;20,000000;20,000000;20,000000
3,064910;20,000000;20,000000;20,000000
3,069790;20,000000;20,000000;20,000000
3,074671;20,000000;20,000000;20,000000
3,079551;20,000000;20,000000;20,000000
3,084431;20,000000;20,000000;20,000000
3,089312;20,000000;20,000000;20,000000
3,094192;20,000000;20,000000;20,000000
3,099073;20,000000;20,000000;20,000000
3,103953;20,000000;20,000000;20,000000
3,108834;20,000000;20,000000;20,000000
3,113714;20,000000;20,000000;20,000000
3,118594;20,000000;20,000000;20,000000
3,123475;20,000000;20,000000;20,000000
3,128355;20,000000;20,000000;20,000000
3,133236;20,000000;20,000000;20,000000
3,138116;20,000000;20,000000;20,000000
3,142997;20,000000;20,000000;20,000000
3,147877;20,000000;20,000000;20,000000
3,152757;20,000000;20,000000;20,000000
3,157638;20,000000;20,000000;20,000000
3,162518;20,000000;20,000000;20,000000
3,167399;20,000000;20,000000;20,000000
3,172279;20,000000;20,000000;20,000000
3,177160;20,000000;20,000000;20,000000
3,182040;20,000000;20,000000;20,000000
3,186920;20,000000;20,000000;20,000000
3,191801;20,000000;20,000000;20,000000
3,196681;20,000000;20,000000;20,000000
3,201562;20,000000;20,000000;20,000000
3,206442;20,000000;20,000000;20,000000
3,211323;20,000000;20,000000;20,000000
3,216203;20,000000;20,000000;20,000000
3,221083;20,000000;20,000000;20,000000
3,225964;20,000000;20,000000;20,000000
3,230844;20,000000;20,000000;20,000000
3,235725;20,000000;20,000000;20,000000
3,240605;20,000000;20,000000;20,000000
3,245486;20,000000;20,000000;20,000000
3,250366;20,000000;20,000000;20,000000
3,255246;20,000000;20,000000;20,000000
3,260127;20,000000;20,000000;20,000000
3,265007;20,000000;20,000000;20,000000
3,269888;20,000000;20,000000;20,000000
3,274768;20,000000;20,000000;20,000000
3,279649;20,000000;20,000000;20,000000
3,284529;20,000000;20,000000;20,000000
3,289409;20,000000;20,000000;20,000000
3,294290;20,000000;20,000000;20,000000
3,299170;20,000000;20,000000;20,000000
3,304051;20,000000;20,000000;20,000000
3,308931;20,000000;20,000000;20,000000
3,313812;20,000000;20,000000;20,000000
3,318692;20,000000;20,000000;20,000000
3,323572;20,000000;20,000000;20,000000
3,328453;20,000000;20,000000;20,000000
3,333333;20,000000;20,000000;20,000000
3,338214;20,000000;20,000000;20,000000
3,343094;20,000000;20,000000;20,000000
3,347975;20,000000;20,000000;20,000000
3,352855;20,000000;20,000000;20,000000
3,357735;20,000000;20,000000;20,000000
3,362616;20,000000;20,000000;20,000000
3,367496;20,000000;20,000000;20,000000
3,372377;20,000000;20,000000;20,000000
3,377257;20,000000;20,000000;20,000000
3,382138;20,000000;20,000000;20,000000
3,387018;20,000000;20,000000;20,000000
3,391898;20,000000;20,000000;20,000000
3,396779;20,000000;20,000000;20,000000
